glottocode,language_name,source_dataset,concept,raw_cognate_id,harmonised_cognate_id,form,lat,lon,dist_homeland_km,retention
drun1238,Nungic_Dulong,sagartst,FIRE,1746-thefire,H0010,t.ɯ.⁵⁵.+.m.i.⁵⁵,27.749017,98.691868,950.3989740917336,0
eree1240,Khroskyabs_Wobzi,sagartst,FIRE,1746-thefire,H0011,ʁ.m.ə̂,31.62758,101.427999,444.6359269168338,0
gahr1239,TibetoKinauri_Bunan,sagartst,FIRE,1746-thefire,H0002,m.e,32.554766,77.076283,2495.6732125101294,0
garo1247,Garo_Garo,sagartst,FIRE,3940-thefire,H0012,w.a.l.ʔ,25.504744,90.333226,1681.643687723516,0
guan1279,Sinitic_Guangzhou,sagartst,FIRE,29759-thefire,H0013,f.ɔ.³⁵,23.131111,113.258099,1595.4352623846842,0
haka1240,Chin_Hakha,sagartst,FIRE,1746-thefire,H0014,m.â/a.y,22.870089,92.820021,1730.18005941497,0
hakk1236,Sinitic_Longgang,sagartst,FIRE,29759-thefire,H0013,f.ɔ.³²,22.725545,114.243825,1688.2113071871474,0
horp1240,rGyalrong_Daofu,sagartst,FIRE,1746-thefire,H0011,ɣ.m.ə,30.975281,101.123742,521.7054362968274,0
idum1241,Deng_Yidu,sagartst,FIRE,3715-thefire,H0009,m.ɑ.⁵⁵.◦.m.ɹ.u.⁵⁵,29.448172,95.650179,998.3281775034461,0
japh1234,rGyalrong_Japhug,sagartst,FIRE,1746-thefire,H0015,s.m.i,32.207076,101.957636,363.6022875593547,0
jing1260,Jingpho_Jingpho,sagartst,FIRE,3940-thefire,H0016,w.a.n.³¹,25.461826,97.329866,1238.3367524045464,0
karb1241,Karbi,sagartst,FIRE,1746-thefire,H0002,m.ē,25.735084,93.050494,1469.3887328695669,0
khal1275,Kiranti_Khaling,sagartst,FIRE,1746-thefire,H0002,m.i,27.390595,87.510016,1778.723827574318,0
kham1282,Tibetan_Batang,sagartst,FIRE,1746-thefire,H0017,ȵ.e.⁵³,30.00795,99.111944,719.660588515105,0
kulu1253,Kiranti_Kulung,sagartst,FIRE,1746-thefire,H0002,m.i,27.690037,86.910944,1811.506621426413,0
lash1243,Burmish_Lashi,sagartst,FIRE,1746-thefire,H0018,m.j.i.³³,24.111512,98.311333,1329.2153112599874,0
limb1266,Kiranti_Limbu,sagartst,FIRE,1746-thefire,H0002,m.i,27.272065,87.889909,1754.3589546328221,0
lisu1250,Loloish_Lisu,sagartst,FIRE,1843-thefire,H0019,ɑ.⁵⁵.◦.t.o.⁵⁵,25.950046,98.848486,1120.405191780101,0
lush1249,Mizo_Lushai,sagartst,FIRE,1746-thefire,H0017,m.e.i,22.60535,92.629457,1765.4760217143903,0
maru1249,Burmish_Maru,sagartst,FIRE,1746-thefire,H0018,m.j.i.³⁵,24.939981,99.83,1188.2000081682343,0
nucl1310,Burmish_Rangoon,sagartst,FIRE,1746-thefire,H0020,m.i.⁵⁵,16.874207,96.190785,2159.4171097168146,0
oldb1235,Burmish_Old_Burmese,sagartst,FIRE,1746-thefire,H0021,m.ī.ḥ,21.624974,97.126742,1631.1373031732667,0
oldc1244,Sinitic_Old_Chinese,sagartst,FIRE,29759-thefire,H0022,qʷʰˤ.ə.j.ʔ,34.101745,108.777868,448.7745727718275,0
pela1242,Burmish_Bola,sagartst,FIRE,1746-thefire,H0020,m.i.³¹,24.405004,98.234243,1302.401791237173,0
rabh1238,Rabha,sagartst,FIRE,3940-thefire,H0023,b.á.r,25.820135,91.170064,1596.0857772457657,0
rong1264,Tibeto_Kinauri_Rongpo,sagartst,FIRE,1746-thefire,H0002,mh.e,30.530044,79.569987,2331.452097172389,0
situ1238,rGyalrong_Maerkang,sagartst,FIRE,670-thefire,H0024,t.ə._.m.tʃ.ə.k,31.868614,102.295293,382.42303892245303,0
tang1334,Tangut,sagartst,FIRE,1746-thefire,H0025,m.əə.¹,38.477453,106.285383,436.9825453921547,0
thul1246,Kiranti_Thulung,sagartst,FIRE,1746-thefire,H0002,m.u,27.534944,87.609608,1761.839893233349,0
tsha1245,Bodic_Tshangla,sagartst,FIRE,1746-thefire,H0002,m.i,29.325414,95.340883,1030.033069380369,0
ukhr1238,Naga_Ukhrul,sagartst,FIRE,1746-thefire,H0017,m.e.j,25.092617,94.37045,1438.025217355371,0
utsa1239,Tibetan_Lhasa,sagartst,FIRE,1746-thefire,H0017,m.e.¹³,29.653441,91.171493,1342.5052526765019,0
wayu1241,Kiranti_Hayu,sagartst,FIRE,1746-thefire,H0002,m.e,27.302102,86.099009,1902.3678956586232,0
xian1249,Burmish_Xiandao,sagartst,FIRE,1058-thefire,H0026,n̩.⁵⁵.+.p.u.i.³¹,24.494153,97.753173,1313.8804221116504,0
zaiw1241,Burmish_Atsi,sagartst,FIRE,1746-thefire,H0018,m.j.i.²¹,24.193367,97.806689,1341.7666725001268,0
zhab1238,Qiangic_Zhaba,sagartst,FIRE,1746-thefire,H0017,ȵ.ʌ.¹³,30.538892,101.058397,567.117814082663,0
anga1288,Angami_Kohima,zhangst,FIRE,2136,H0027,*mey,25.68,93.87,1419.2177840500897,1
aona1235,Ao_Mongsen_Longchang,zhangst,FIRE,2136,H0027,*mey,26.27,94.41,1334.2861662782211,1
apat1240,Apatani,zhangst,FIRE,2136,H0027,*mey,27.19,93.73,1306.3871926688134,1
aton1241,Atong,zhangst,FIRE,5395,H0028,*hwa(l/r),25.35,90.66,1669.148903530942,0
bori1243,Bokar_Lhoba,zhangst,FIRE,2136,H0027,*mey,29.06,94.22,1133.1330115671553,1
chan1313,Chang,zhangst,FIRE,2152,H0029,*bʷar ⪤ *pʷar,26.43,94.95,1285.8035143462516,0
daai1236,Daai,zhangst,FIRE,2136,H0027,*mey,20.73,93.79,1874.81478135572,1
dima1251,Dimasa,zhangst,FIRE,2152,H0029,*bʷar ⪤ *pʷar,25.42,93.18,1486.5672045489355,0
ersu1241,Ersu,zhangst,FIRE,2136,H0027,*mey,29.29,102.21,656.8687899865671,1
guru1261,Gurung_Ghachok,zhangst,FIRE,2136,H0027,*mey,27.42,86.29,1879.4465603660578,1
horp1239,Daofu,zhangst,FIRE,2136,H0027,*mey,31.1,101.72,482.8843570753132,1
kach1280,Jingpho,zhangst,FIRE,2152,H0029,*bʷar ⪤ *pʷar,25.46,97.33,1238.5068277115624,0
khum1248,Khumi,zhangst,FIRE,2136,H0027,*mey,22.87,92.99,1719.924465261033,1
kinn1249,Kanauri,zhangst,FIRE,2136,H0027,*mey,31.37,78.31,2417.6428451081974,1
lahu1252,Lahu_Yellow,zhangst,FIRE,2136,H0027,*mey,21.21,100.97,1561.657401979799,1
lahu1253,Lahu_Lancang,zhangst,FIRE,2136,H0027,*mey,22.53,99.91,1442.3535694800225,1
lian1251,Liangmei,zhangst,FIRE,2136,H0027,*mey,25.16,93.54,1484.7323142297278,1
lizu1234,Lyuzu,zhangst,FIRE,2136,H0027,*mey,27.93,101.28,827.2838040143585,1
loth1237,Lotha_Naga,zhangst,FIRE,2136,H0027,*mey,26.01,94.04,1380.3561648639704,1
munc1235,Ngmüün,zhangst,FIRE,2136,H0027,*mey,20.29,94.39,1887.331625190324,1
muya1239,Muya_Minyak,zhangst,FIRE,2136,H0027,*mey,30.05,101.97,582.3469340764398,1
namu1246,Namuyi,zhangst,FIRE,2136,H0027,*mey,28.59,101.9,739.8149357016125,1
naxi1245,Naxi_Yongning,zhangst,FIRE,2136,H0027,*mey,26.7,101.01,965.8927434833855,1
nort2722,Qiang_Longxi,zhangst,FIRE,2136,H0027,*mey,31.54,103.38,389.0254036868315,1
nort2723,Pumi_Taoba,zhangst,FIRE,2136,H0027,*mey,28.16,100.86,816.5264589643625,1
nung1282,Anong,zhangst,FIRE,2136,H0027,*mey,27.29,98.73,992.8123230119365,1
nyis1236,Bengni,zhangst,FIRE,2136,H0027,*mey,28.41,92.96,1274.440260487905,1
quey1238,Queyu_Yajiang_Zhaba,zhangst,FIRE,2136,H0027,*mey,30.31,100.81,600.8636267474817,1
sang1321,Sangtam,zhangst,FIRE,2136,H0027,*mey,25.86,94.63,1355.0032104293748,1
shix1238,Xumi,zhangst,FIRE,2136,H0027,*mey,28.28,100.65,811.5861880406679,1
sout2729,Pumi_Qinghua,zhangst,FIRE,2136,H0027,*mey,26.87,99.46,1002.0297649270044,1
sumi1235,Sema_Sumi,zhangst,FIRE,2136,H0027,*mey,26.0,94.42,1356.4316352331837,1
tedi1235,Tiddim,zhangst,FIRE,1288,H0030,*r-may ⪤ *m-ray,23.61,93.52,1621.533954780017,0
thad1238,Thado,zhangst,FIRE,1288,H0030,*r-may ⪤ *m-ray,24.1,93.72,1565.6669582714248,0
thak1245,Thakali_Tukche,zhangst,FIRE,2136,H0027,*mey,28.7,83.65,2041.1501037601092,1
west2415,Tamang_Sahu,zhangst,FIRE,2136,H0027,*mey,28.02,85.06,1951.8247721436394,1
zeme1240,Zeme,zhangst,FIRE,2136,H0027,*mey,25.35,93.65,1461.4561759465382,1
akha1245,Aka,peirosst,FIRE,28-84,H0002,mi,21.2309,100.964,1559.4820020131797,0
bodo1269,Bodo,peirosst,FIRE,28-442,H0031,oʔr,26.1,92.0,1514.3147807715686,0
bugu1246,Bugun,peirosst,FIRE,28-84,H0032,boe,27.1929556,92.4713002,1397.7108462905592,0
chok1243,Chokri,peirosst,FIRE,28-84,H0002,me,25.5636,94.2887,1402.1576579808552,0
dakp1242,Motuo-M,peirosst,FIRE,28-84,H0002,mi,27.3762,91.8245,1433.357347104397,0
dhim1246,Dhimal,peirosst,FIRE,28-84,H0002,me,26.6283,88.3798,1754.9585738082192,0
dumi1241,Dumi,peirosst,FIRE,28-84,H0002,mi,27.45849,86.75699,1837.8112764037203,0
gang1266,Gangte,peirosst,FIRE,28-84,H0002,mei,24.5113,94.1681,1501.8344301275158,0
geba1237,Geba,peirosst,FIRE,28-84,H0033,miʔ⁵³,19.4991,96.9492,1857.7448661958715,0
geko1235,Geker,peirosst,FIRE,28-84,H0034,meiʔ⁵³_ʔu³³,19.6741,96.5308,1855.3871582257811,0
guiq1238,Guiqiong,peirosst,FIRE,28-84,H0035,mĩ³³_ta⁵³,30.4803,102.128,532.1592707848653,0
hmar1241,Hmar,peirosst,FIRE,28-84,H0002,mei,24.7534,93.5497,1518.9796936889322,0
jian1239,Jianchuan Bai,peirosst,FIRE,28-84,H0036,xui¹,26.538056,99.91,1018.5533770778444,0
jire1238,Jirel,peirosst,FIRE,28-84,H0037,me_T¹,27.6931,86.3201,1861.4178187731127,0
kaik1246,Kaike,peirosst,FIRE,28-84,H0038,myẽ,28.853,83.1384,2079.2320551462203,0
khez1235,Khezhama,peirosst,FIRE,28-84,H0002,eme,25.7078,94.3114,1388.329140200855,0
kony1248,Konyak,peirosst,FIRE,28-84,H0039,mē̃,26.6823,95.0598,1257.3335059898745,0
lepc1244,Lepcha,peirosst,FIRE,28-84,H0040,mí,27.0869,88.5726,1709.892734201602,0
mand1415,Beijing,peirosst,FIRE,28-84,H0041,xuǒ_,40.0209,116.228,1212.9701931691116,0
mani1292,Manipuri,peirosst,FIRE,28-84,H0002,mei,24.4409,93.3426,1559.176767978475,0
manu1255,Manu,peirosst,FIRE,28-84,H0042,mi⁴⁴,19.165,96.9531,1892.4512372553781,0
maon1238,Mao,peirosst,FIRE,28-84,H0002,ami,25.3836,94.0035,1435.7951713655502,0
mara1379,Maram,peirosst,FIRE,28-84,H0002,ami,25.4378,94.2205,1417.325019770518,0
mind1253,Fuzhou,peirosst,FIRE,28-84,H0043,xui³³,26.0,119.5,1787.1999293012702,0
nisi1238,Nishi,peirosst,FIRE,28-84,H0044,əm,23.418,104.85,1290.4818006264786,0
noct1238,Nocte,peirosst,FIRE,28-442,H0045,van,27.152,95.3903,1196.380669740511,0
nort2732,Tujia,peirosst,FIRE,28-84,H0002,mi¹,29.3016,109.759,833.5708207467916,0
nusu1239,Rourou,peirosst,FIRE,28-84,H0046,mi³¹_ɣa⁴⁴,26.7292,98.8801,1041.010914624464,0
paok1235,Pa'O,peirosst,FIRE,28-84,H0047,me³³,20.211,97.5969,1760.1738643219808,0
phom1236,Phom,peirosst,FIRE,28-4256,H0048,o,26.4715,94.7476,1295.3352260120537,0
poch1243,Pochuri,peirosst,FIRE,28-84,H0002,ani,25.4478,94.1119,1423.3641072082253,0
rawa1265,Rawang,peirosst,FIRE,28-84,H0049,thəmi,27.1027,97.0738,1097.6712001094809,0
reng1255,Rengma,peirosst,FIRE,28-84,H0050,ma,21.710864,92.367939,1862.0452875491565,0
sgaw1245,Sgaw,peirosst,FIRE,28-84,H0034,meʔ⁵³_ʔu⁴⁴,17.9872,97.7126,1991.2455924335136,0
sher1255,Sherpa,peirosst,FIRE,28-84,H0051,me_LR,27.674,86.9994,1804.9557638067263,0
sher1257,Serdukpen,peirosst,FIRE,28-84,H0052,ba,27.0035,92.5799,1403.678404660261,0
sout2728,S-Qiangqin,peirosst,FIRE,28-84,H0047,mi³³,31.5392,103.384,389.0585404202817,0
sunw1242,Sunwar,peirosst,FIRE,28-84,H0053,miːA,27.5201,86.2476,1877.3307121310345,0
tagi1241,Tagin,peirosst,FIRE,28-84,H0002,emə,27.986064,94.221711,1210.372626174659,0
tang1336,Tangkul,peirosst,FIRE,28-84,H0002,mei,25.0489,94.3567,1442.7178917144386,0
tara1313,Taraon,peirosst,FIRE,28-84,H0054,na³_mɨn¹,24.4003,94.1703,1511.6038011358826,0
tibe1272,Written Tibetan,peirosst,FIRE,28-84,H0002,me,28.3681,90.1872,1498.5541688374299,0
wanc1238,Wancho,peirosst,FIRE,28-442,H0045,van,26.2581,94.8936,1304.0843156058888,0
west2409,W. Kayah,peirosst,FIRE,28-84,H0002,mi¹¹,18.687,97.4877,1924.2319278583577,0
yamp1242,Yamphu,peirosst,FIRE,28-84,H0002,mi,27.6322,87.0441,1803.589647283499,0
yimc1240,Yimchunrü,peirosst,FIRE,28-84,H0055,mo,25.7675,94.8087,1351.8111670761573,0
yinb1236,Yeinbaw,peirosst,FIRE,28-84,H0056,mi²²,19.0383,97.2134,1896.5082534041449,0
yint1235,Yintale,peirosst,FIRE,28-84,H0047,miː³³,18.9378,97.3368,1902.8341701422619,0
youl1235,Jinuo,peirosst,FIRE,28-84,H0042,mi⁴⁴,22.0473,101.057,1468.4657729773623,0
acha1249,Burmish_Achang,sagartst,WATER,2787-thewater,H0000,t.i.⁵⁵,24.466605,97.89503,1310.4584507776617,0
amdo1237,Tibetan_Xiahe,sagartst,WATER,2787-thewater,H0001,tɕh.ə,35.210549,102.524979,136.2058003698103,0
bahi1252,Kiranti_Bahing,sagartst,WATER,1425-thewater,H0002,ʔ.b.ɔː.k.y,27.309472,86.430334,1873.971761115711,0
bant1281,Kiranti_Bantawa,sagartst,WATER,2834-thewater,H0003,ts.a.k.w.a,27.117894,87.049995,1833.369668838723,0
beij1235,Sinitic_Beijing,sagartst,WATER,2787-thewater,H0004,ʂ.u.ə.i.²¹⁴,39.909056,116.397422,1221.3770908753272,0
boka1249,Tani_Bokar,sagartst,WATER,2590-thewater,H0005,i.+.ɕ.i,27.554547,93.15717,1320.3083428062087,0
byan1241,TibetoKinauri_Byangsi,sagartst,WATER,2787-thewater,H0006,t.i,29.583838,80.22309,2308.4379711809743,0
chao1238,Sinitic_Chaozhou,sagartst,WATER,2787-thewater,H0007,ts.u.i.⁵³,23.657699,116.622317,1754.1158394768415,0
chao1239,Sinitic_Jieyang,sagartst,WATER,2787-thewater,H0007,ts.u.i.³¹,23.551122,116.373013,1746.4883636899253,0
chep1245,Chepang_Chepang,sagartst,WATER,2787-thewater,H0000,t.i.ʔ,27.785164,84.908801,1977.3216098637133,0
clas1254,Tibetan_Old_Tibetan,sagartst,WATER,2787-thewater,H0008,tɕʰ.u,30.027852,91.158704,1323.5200186334196,0
diga1241,Deng_Darang_Taraon,sagartst,WATER,2874-thewater,H0009,m.ɑ.³¹.◦.tɕ.i.⁵³,28.657986,97.469136,936.5037085239524,0
drun1238,Nungic_Dulong,sagartst,WATER,3060-thewater,H0010,w.ɑː.ŋ.⁵³,27.749017,98.691868,950.3989740917336,0
eree1240,Khroskyabs_Wobzi,sagartst,WATER,2787-thewater,H0011,j.d.ə̂,31.62758,101.427999,444.6359269168338,0
gahr1239,TibetoKinauri_Bunan,sagartst,WATER,2787-thewater,H0012,s.o.t.i,32.554766,77.076283,2495.6732125101294,0
garo1247,Garo_Garo,sagartst,WATER,2787-thewater,H0013,ch.i,25.504744,90.333226,1681.643687723516,0
guan1279,Sinitic_Guangzhou,sagartst,WATER,2787-thewater,H0014,s.ø.y.³⁵,23.131111,113.258099,1595.4352623846842,0
haka1240,Chin_Hakha,sagartst,WATER,2787-thewater,H0015,t.îi/i,22.870089,92.820021,1730.18005941497,0
hakk1236,Sinitic_Longgang,sagartst,WATER,2787-thewater,H0014,s.ʊ.y.³²,22.725545,114.243825,1688.2113071871474,0
horp1240,rGyalrong_Daofu,sagartst,WATER,2787-thewater,H0016,ɣ.r.ə,30.975281,101.123742,521.7054362968274,0
idum1241,Deng_Yidu,sagartst,WATER,2874-thewater,H0009,m.ɑ.⁵⁵.◦.tɕ.i.⁵⁵,29.448172,95.650179,998.3281775034461,0
japh1234,rGyalrong_Japhug,sagartst,WATER,3374-thewater,H0017,t.ɯ.◦.c.i,32.207076,101.957636,363.6022875593547,0
jing1260,Jingpho_Jingpho,sagartst,WATER,3369-thewater,H0018,kh.a.ʔ.³¹,25.461826,97.329866,1238.3367524045464,0
karb1241,Karbi,sagartst,WATER,10485-thewater,H0019,l.ā.ng,25.735084,93.050494,1469.3887328695669,0
khal1275,Kiranti_Khaling,sagartst,WATER,1425-thewater,H0020,k.u,27.390595,87.510016,1778.723827574318,0
kham1282,Tibetan_Batang,sagartst,WATER,2787-thewater,H0021,tɕʰ.ᴜ.⁵³,30.00795,99.111944,719.660588515105,0
kulu1253,Kiranti_Kulung,sagartst,WATER,1425-thewater,H0022,k.a.w.a,27.690037,86.910944,1811.506621426413,0
lash1243,Burmish_Lashi,sagartst,WATER,2787-thewater,H0023,k.j.e.i.³¹,24.111512,98.311333,1329.2153112599874,0
limb1266,Kiranti_Limbu,sagartst,WATER,2834-thewater,H0024,c.o.w.a.t,27.272065,87.889909,1754.3589546328221,0
lisu1250,Loloish_Lisu,sagartst,WATER,2683-thewater,H0025,e̱.³³.◦.dʑ.ɛ̱,25.950046,98.848486,1120.405191780101,0
lush1249,Mizo_Lushai,sagartst,WATER,2787-thewater,H0026,t.u.i,22.60535,92.629457,1765.4760217143903,0
maru1249,Burmish_Maru,sagartst,WATER,2787-thewater,H0027,ɣ.ə.k.³¹,24.939981,99.83,1188.2000081682343,0
nucl1310,Burmish_Rangoon,sagartst,WATER,2787-thewater,H0028,j.e.²²,16.874207,96.190785,2159.4171097168146,0
oldb1235,Burmish_Old_Burmese,sagartst,WATER,2787-thewater,H0029,r.i.j,21.624974,97.126742,1631.1373031732667,0
oldc1244,Sinitic_Old_Chinese,sagartst,WATER,2787-thewater,H0030,s.t.u.r.ʔ,34.101745,108.777868,448.7745727718275,0
pela1242,Burmish_Bola,sagartst,WATER,2787-thewater,H0031,ɣ.ə.i.⁵⁵,24.405004,98.234243,1302.401791237173,0
rabh1238,Rabha,sagartst,WATER,2787-thewater,H0032,tʃ.i.+.k.a,25.820135,91.170064,1596.0857772457657,0
rong1264,Tibeto_Kinauri_Rongpo,sagartst,WATER,2787-thewater,H0006,t.i,30.530044,79.569987,2331.452097172389,0
situ1238,rGyalrong_Maerkang,sagartst,WATER,3374-thewater,H0033,t.ə._.ȶʃ.i,31.868614,102.295293,382.42303892245303,0
tang1334,Tangut,sagartst,WATER,4193-thewater,H0034,z.j.ɨɨ/ɨː.r.²,38.477453,106.285383,436.9825453921547,0
thul1246,Kiranti_Thulung,sagartst,WATER,1425-thewater,H0020,k.u,27.534944,87.609608,1761.839893233349,0
tsha1245,Bodic_Tshangla,sagartst,WATER,2787-thewater,H0006,r.i,29.325414,95.340883,1030.033069380369,0
ukhr1238,Naga_Ukhrul,sagartst,WATER,2787-thewater,H0035,t.a.+.r.u,25.092617,94.37045,1438.025217355371,0
utsa1239,Tibetan_Lhasa,sagartst,WATER,2787-thewater,H0021,tɕʰ.u.⁵⁵,29.653441,91.171493,1342.5052526765019,0
wayu1241,Kiranti_Hayu,sagartst,WATER,2787-thewater,H0006,t.i,27.302102,86.099009,1902.3678956586232,0
xian1249,Burmish_Xiandao,sagartst,WATER,2787-thewater,H0000,t.i.⁵⁵,24.494153,97.753173,1313.8804221116504,0
zaiw1241,Burmish_Atsi,sagartst,WATER,2787-thewater,H0007,v.u.i.⁵¹,24.193367,97.806689,1341.7666725001268,0
zhab1238,Qiangic_Zhaba,sagartst,WATER,2019-thewater,H0036,t.ʌ.¹³,30.538892,101.058397,567.117814082663,0
anga1288,Angami_Kohima,zhangst,WATER,1631,H0037,*tsyu,25.68,93.87,1419.2177840500897,0
aona1235,Ao_Mongsen_Longchang,zhangst,WATER,1631,H0037,*tsyu,26.27,94.41,1334.2861662782211,0
apat1240,Apatani,zhangst,WATER,189,H0038,*si,27.19,93.73,1306.3871926688134,0
aton1241,Atong,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,25.35,90.66,1669.148903530942,1
bodo1269,Bodo,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,26.73,89.33,1672.2226284063483,1
bori1243,Bokar_Lhoba,zhangst,WATER,189,H0038,*si,29.06,94.22,1133.1330115671553,0
chan1313,Chang,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,26.43,94.95,1285.8035143462516,1
daai1236,Daai,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,20.73,93.79,1874.81478135572,1
dima1251,Dimasa,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,25.42,93.18,1486.5672045489355,1
guru1261,Gurung_Ghachok,zhangst,WATER,1631,H0037,*tsyu,27.42,86.29,1879.4465603660578,0
khum1248,Khumi,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,22.87,92.99,1719.924465261033,1
kinn1249,Kanauri,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,31.37,78.31,2417.6428451081974,1
kony1248,Konyak,zhangst,WATER,7197,H0040,*C̥-yuːŋ,26.68,95.06,1257.5151356753129,0
lian1251,Liangmei,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,25.16,93.54,1484.7323142297278,1
loth1237,Lotha_Naga,zhangst,WATER,1631,H0037,*tsyu,26.01,94.04,1380.3561648639704,0
marm1234,Marma,zhangst,WATER,1013,H0041,*rəy,22.76,92.21,1777.4888502932536,0
munc1235,Ngmüün,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,20.29,94.39,1887.331625190324,1
namu1246,Namuyi,zhangst,WATER,1631,H0037,*tsyu,28.59,101.9,739.8149357016125,0
naxi1245,Naxi_Yongning,zhangst,WATER,1631,H0037,*tsyu,26.7,101.01,965.8927434833855,0
ngal1291,Matu,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,23.31,92.83,1690.38538303229,1
nung1282,Anong,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,27.29,98.73,992.8123230119365,1
nyis1236,Bengni,zhangst,WATER,189,H0038,*si,28.41,92.96,1274.440260487905,0
paok1235,Pa_O,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,20.21,97.6,1760.1703325831961,1
patt1248,Pattani_Manchati,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,32.7,76.6,2535.251680164836,1
phom1236,Phom,zhangst,WATER,7197,H0040,*C̥-yuːŋ,26.47,94.75,1295.3058601571809,0
quey1238,Queyu_Yajiang_Zhaba,zhangst,WATER,1013,H0041,*rəy,30.31,100.81,600.8636267474817,0
sang1321,Sangtam,zhangst,WATER,7611,H0038,*ki,25.86,94.63,1355.0032104293748,0
sumi1235,Sema_Sumi,zhangst,WATER,1631,H0037,*tsyu,26.0,94.42,1356.4316352331837,0
tang1336,Tangkhul,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,25.05,94.36,1442.4179195756658,1
tedi1235,Tiddim,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,23.61,93.52,1621.533954780017,1
thad1238,Thado,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,24.1,93.72,1565.6669582714248,1
thak1245,Thakali_Tukche,zhangst,WATER,1631,H0037,*tsyu,28.7,83.65,2041.1501037601092,0
tibe1272,Tibetan_Lhasa,zhangst,WATER,1631,H0037,*tsyu,28.37,90.19,1498.2093718985184,0
west2415,Tamang_Sahu,zhangst,WATER,1631,H0037,*tsyu,28.02,85.06,1951.8247721436394,0
west2418,Magar,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,27.41,87.06,1815.1803177670772,1
wudi1238,Yi_Wuding,zhangst,WATER,1013,H0041,*rəy,25.48,102.48,1068.5522927948527,0
xish1235,Yi_Nanjian,zhangst,WATER,1013,H0041,*rəy,25.04,100.52,1156.8238573825931,0
zeme1240,Zeme,zhangst,WATER,298,H0039,*m-t(w)əy-n ⪤ *m-ti-s,25.35,93.65,1461.4561759465382,1
akha1245,Aka,peirosst,WATER,94-2635,H0020,khu,21.2309,100.964,1559.4820020131797,0
bugu1246,Bugun,peirosst,WATER,94-2635,H0020,kho,27.1929556,92.4713002,1397.7108462905592,0
chok1243,Chokri,peirosst,WATER,94-1228,H0042,zɨ,25.5636,94.2887,1402.1576579808552,0
dakp1242,Motuo-M,peirosst,WATER,94-646,H0006,ri,27.3762,91.8245,1433.357347104397,0
dhim1246,Dhimal,peirosst,WATER,94-1228,H0043,ci,26.6283,88.3798,1754.9585738082192,0
dumi1241,Dumi,peirosst,WATER,94-2635,H0044,kaNkɨ,27.45849,86.75699,1837.8112764037203,0
ersu1241,Ersu,peirosst,WATER,94-1228,H0045,dʒo⁵⁵,29.2867,102.213,657.1519811895388,0
gang1266,Gangte,peirosst,WATER,94-990,H0006,tui,24.5113,94.1681,1501.8344301275158,0
geba1237,Geba,peirosst,WATER,94-990,H0046,tʃi⁴⁴,19.4991,96.9492,1857.7448661958715,0
geko1235,Geker,peirosst,WATER,94-990,H0047,shɣɨ⁵⁵,19.6741,96.5308,1855.3871582257811,0
guiq1238,Guiqiong,peirosst,WATER,94-1228,H0048,tʃɨ⁵³,30.4803,102.128,532.1592707848653,0
hmar1241,Hmar,peirosst,WATER,94-990,H0006,tui,24.7534,93.5497,1518.9796936889322,0
horp1239,Horpa,peirosst,WATER,94-646,H0049,ɣre,31.1026,101.72,482.62341014481547,0
jian1239,Jianchuan Bai,peirosst,WATER,94-990,H0050,śui¹,26.538056,99.91,1018.5533770778444,0
jire1238,Jirel,peirosst,WATER,94-1324,H0051,čhu_T²,27.6931,86.3201,1861.4178187731127,0
kach1280,Jingpo,peirosst,WATER,94-1140,H0052,n³¹_ci̲n³³,25.4634,97.3278,1238.2866406889661,0
kaik1246,Kaike,peirosst,WATER,94-990,H0053,ṭyu,28.853,83.1384,2079.2320551462203,0
khez1235,Khezhama,peirosst,WATER,94-1228,H0054,ʒɨ,25.7078,94.3114,1388.329140200855,0
lepc1244,Lepcha,peirosst,WATER,94-2008,H0055,uŋ,27.0869,88.5726,1709.892734201602,0
mand1415,Beijing,peirosst,WATER,94-990,H0056,shǔi_,40.0209,116.228,1212.9701931691116,0
mani1292,Manipuri,peirosst,WATER,94-1140,H0038,isiŋ,24.4409,93.3426,1559.176767978475,0
