glottocode,language_name,source_dataset,concept,raw_cognate_id,harmonised_cognate_id,form,lat,lon,dist_homeland_km,retention
manu1255,Manu,peirosst,WATER,94-990,H0057,ʃhi¹¹,19.165,96.9531,1892.4512372553781,0
maon1238,Mao,peirosst,WATER,94-1228,H0054,oʒɨ,25.3836,94.0035,1435.7951713655502,0
mara1379,Maram,peirosst,WATER,94-1228,H0058,adu,25.4378,94.2205,1417.325019770518,0
mind1253,Fuzhou,peirosst,WATER,94-990,H0059,cui⁵²,26.0,119.5,1787.1999293012702,0
nisi1238,Nishi,peirosst,WATER,94-1228,H0038,isi,23.418,104.85,1290.4818006264786,0
noct1238,Nocte,peirosst,WATER,94-1324,H0060,ʒo,27.152,95.3903,1196.380669740511,0
nort2722,N-Qiang,peirosst,WATER,94-1228,H0061,cə,32.2766,103.192,311.9257304859849,0
nort2732,Tujia,peirosst,WATER,94-1228,H0062,chie⁴,29.3016,109.759,833.5708207467916,0
nusu1239,Rourou,peirosst,WATER,94-646,H0063,ɣæ³³,26.7292,98.8801,1041.010914624464,0
poch1243,Pochuri,peirosst,WATER,94-1228,H0058,aʒu,25.4478,94.1119,1423.3641072082253,0
rawa1265,Rawang,peirosst,WATER,94-990,H0006,thi,27.1027,97.0738,1097.6712001094809,0
reng1255,Rengma,peirosst,WATER,94-1228,H0054,ʒɨ,21.710864,92.367939,1862.0452875491565,0
sgaw1245,Sgaw,peirosst,WATER,94-990,H0046,thi⁴⁴,17.9872,97.7126,1991.2455924335136,0
sher1255,Sherpa,peirosst,WATER,94-1324,H0064,chuHR,27.674,86.9994,1804.9557638067263,0
sher1257,Serdukpen,peirosst,WATER,94-2635,H0020,kho,27.0035,92.5799,1403.678404660261,0
shix1238,Shixing,peirosst,WATER,94-1228,H0065,ʒ́ɛ⁵⁵,28.3895,100.4,809.95462841048,0
sout2728,S-Qiangqin,peirosst,WATER,94-1228,H0066,cuə³³,31.5392,103.384,389.0585404202817,0
sunw1242,Sunwar,peirosst,WATER,94-2635,H0067,baːkkuA,27.5201,86.2476,1877.3307121310345,0
tagi1241,Tagin,peirosst,WATER,94-1228,H0038,isi,27.986064,94.221711,1210.372626174659,0
tara1313,Taraon,peirosst,WATER,94-1228,H0068,ma³_ći⁴,24.4003,94.1703,1511.6038011358826,0
wanc1238,Wancho,peirosst,WATER,94-990,H0006,ti,26.2581,94.8936,1304.0843156058888,0
west2409,W. Kayah,peirosst,WATER,94-990,H0069,thie³³,18.687,97.4877,1924.2319278583577,0
yamp1242,Yamphu,peirosst,WATER,94-4377,H0070,yoŋa,27.6322,87.0441,1803.589647283499,0
yimc1240,Yimchunrü,peirosst,WATER,94-2635,H0071,ke,25.7675,94.8087,1351.8111670761573,0
yinb1236,Yeinbaw,peirosst,WATER,94-990,H0047,ʃhɨ⁵⁵,19.0383,97.2134,1896.5082534041449,0
yint1235,Yintale,peirosst,WATER,94-990,H0072,thɛ⁵⁵,18.9378,97.3368,1902.8341701422619,0
youl1235,Jinuo,peirosst,WATER,94-646,H0073,e⁴²_tʃho⁵⁵,22.0473,101.057,1468.4657729773623,0
acha1249,Burmish_Achang,sagartst,STONE,10317-thestoneapieceof,H0000,l.a.ŋ.³¹.k.ɔ.ʔ.⁵⁵,24.466605,97.89503,1310.4584507776617,0
amdo1237,Tibetan_Alike,sagartst,STONE,3156-thestoneapieceof,H0001,r.d.o,38.318508,92.839938,1060.7989143961886,0
bahi1252,Kiranti_Bahing,sagartst,STONE,81-thestoneapieceof,H0002,l.u.ŋ,27.309472,86.430334,1873.971761115711,0
bant1281,Kiranti_Bantawa,sagartst,STONE,81-thestoneapieceof,H0002,l.u.ŋ,27.117894,87.049995,1833.369668838723,0
beij1235,Sinitic_Beijing,sagartst,STONE,1841-thestoneapieceof,H0003,ʂ.ʅ.³⁵.tʰ.o.u.⁰,39.909056,116.397422,1221.3770908753272,0
boka1249,Tani_Bokar,sagartst,STONE,81-thestoneapieceof,H0004,ɯ.+.l.ɯ.ŋ,27.554547,93.15717,1320.3083428062087,0
byan1241,TibetoKinauri_Byangsi,sagartst,STONE,81-thestoneapieceof,H0005,u.ŋ,29.583838,80.22309,2308.4379711809743,0
chao1238,Sinitic_Chaozhou,sagartst,STONE,1841-thestoneapieceof,H0006,ts.i.ɛ.ʔ.⁵,23.657699,116.622317,1754.1158394768415,0
chao1239,Sinitic_Jieyang,sagartst,STONE,1841-thestoneapieceof,H0006,ts.i.ɔ.ʔ.⁵,23.551122,116.373013,1746.4883636899253,0
chep1245,Chepang_Chepang,sagartst,STONE,3890-thestoneapieceof,H0007,b.a.ŋ,27.785164,84.908801,1977.3216098637133,0
clas1254,Tibetan_Old_Tibetan,sagartst,STONE,3156-thestoneapieceof,H0001,r.d.o,30.027852,91.158704,1323.5200186334196,0
diga1241,Deng_Darang_Taraon,sagartst,STONE,10580-thestoneapieceof,H0008,ph.l.ɑ.ŋ.³⁵,28.657986,97.469136,936.5037085239524,0
drun1238,Nungic_Dulong,sagartst,STONE,81-thestoneapieceof,H0009,l.u.ŋ.⁵⁵,27.749017,98.691868,950.3989740917336,0
eree1240,Khroskyabs_Wobzi,sagartst,STONE,3598-thestoneapieceof,H0010,r.g.ə.m.é,31.62758,101.427999,444.6359269168338,0
gahr1239,TibetoKinauri_Bunan,sagartst,STONE,856-thestoneapieceof,H0011,g.r.a.ŋ,32.554766,77.076283,2495.6732125101294,0
garo1247,Garo_Garo,sagartst,STONE,81-thestoneapieceof,H0012,r.o.ŋ.ʔ.+.t.e,25.504744,90.333226,1681.643687723516,0
guan1279,Sinitic_Guangzhou,sagartst,STONE,1841-thestoneapieceof,H0013,s.ɛ.k.².tʰ.ɐ.u.²¹,23.131111,113.258099,1595.4352623846842,0
haka1240,Chin_Hakha,sagartst,STONE,81-thestoneapieceof,H0002,l.û/u.ŋ,22.870089,92.820021,1730.18005941497,0
hakk1236,Sinitic_Longgang,sagartst,STONE,1841-thestoneapieceof,H0014,s.a.k.⁵.k.u.³²,22.725545,114.243825,1688.2113071871474,0
horp1240,rGyalrong_Daofu,sagartst,STONE,3598-thestoneapieceof,H0010,r.g.ə.+.m.a,30.975281,101.123742,521.7054362968274,0
idum1241,Deng_Yidu,sagartst,STONE,10580-thestoneapieceof,H0015,ɑ.³¹.◦.l.ɑ.ŋ.⁵⁵,29.448172,95.650179,998.3281775034461,0
jing1260,Jingpho_Jingpho,sagartst,STONE,81-thestoneapieceof,H0015,n.³¹.◦.l.u.ŋ.³¹,25.461826,97.329866,1238.3367524045464,0
karb1241,Karbi,sagartst,STONE,81-thestoneapieceof,H0016,a.r.l.ō.ng,25.735084,93.050494,1469.3887328695669,0
khal1275,Kiranti_Khaling,sagartst,STONE,81-thestoneapieceof,H0002,l.ū.ŋ,27.390595,87.510016,1778.723827574318,0
kham1282,Tibetan_Batang,sagartst,STONE,3156-thestoneapieceof,H0017,d.ᴜ.⁵³,30.00795,99.111944,719.660588515105,0
kulu1253,Kiranti_Kulung,sagartst,STONE,81-thestoneapieceof,H0002,l.u.ŋ,27.690037,86.910944,1811.506621426413,0
lash1243,Burmish_Lashi,sagartst,STONE,874-thestoneapieceof,H0000,l.u.k.³¹.ts.ə.ŋ.³¹,24.111512,98.311333,1329.2153112599874,0
limb1266,Kiranti_Limbu,sagartst,STONE,81-thestoneapieceof,H0002,l.u.ŋ,27.272065,87.889909,1754.3589546328221,0
lisu1250,Loloish_Lisu,sagartst,STONE,3582-thestoneapieceof,H0018,l.o̱.³³.◦.tsʰ.i.³⁵,25.950046,98.848486,1120.405191780101,0
lush1249,Mizo_Lushai,sagartst,STONE,81-thestoneapieceof,H0002,l.u.ŋ,22.60535,92.629457,1765.4760217143903,0
maru1249,Burmish_Maru,sagartst,STONE,874-thestoneapieceof,H0000,l.au.k.³¹.ts.a.ŋ.³¹,24.939981,99.83,1188.2000081682343,0
nucl1310,Burmish_Rangoon,sagartst,STONE,1078-thestoneapieceof,H0019,tɕ.ɑu.ʔ.⁴,16.874207,96.190785,2159.4171097168146,0
oldb1235,Burmish_Old_Burmese,sagartst,STONE,1078-thestoneapieceof,H0020,k.j.o.k,21.624974,97.126742,1631.1373031732667,0
oldc1244,Sinitic_Old_Chinese,sagartst,STONE,1841-thestoneapieceof,H0021,d.ᴀ.k,34.101745,108.777868,448.7745727718275,0
pela1242,Burmish_Bola,sagartst,STONE,874-thestoneapieceof,H0000,l.au.ʔ.³¹.t.a.ŋ.³¹,24.405004,98.234243,1302.401791237173,0
rabh1238,Rabha,sagartst,STONE,81-thestoneapieceof,H0010,r.ó.ŋ.+.k.a,25.820135,91.170064,1596.0857772457657,0
rong1264,Tibeto_Kinauri_Rongpo,sagartst,STONE,10581-thestoneapieceof,H0005,u.ŋ,30.530044,79.569987,2331.452097172389,0
situ1238,rGyalrong_Maerkang,sagartst,STONE,3594-thestoneapieceof,H0022,ɟ.j.ə._.l.ə.k,31.868614,102.295293,382.42303892245303,0
tang1334,Tangut,sagartst,STONE,10582-thestoneapieceof,H0023,l.ụ.¹,38.477453,106.285383,436.9825453921547,0
thul1246,Kiranti_Thulung,sagartst,STONE,81-thestoneapieceof,H0002,l.u.ŋ,27.534944,87.609608,1761.839893233349,0
tsha1245,Bodic_Tshangla,sagartst,STONE,81-thestoneapieceof,H0002,l.u.ŋ,29.325414,95.340883,1030.033069380369,0
ukhr1238,Naga_Ukhrul,sagartst,STONE,81-thestoneapieceof,H0024,ŋ.ə.+.l.u.ŋ,25.092617,94.37045,1438.025217355371,0
utsa1239,Tibetan_Lhasa,sagartst,STONE,3156-thestoneapieceof,H0025,t.o.¹³,29.653441,91.171493,1342.5052526765019,0
wayu1241,Kiranti_Hayu,sagartst,STONE,81-thestoneapieceof,H0026,l.ʊ̃ː.pʰ.ʊ,27.302102,86.099009,1902.3678956586232,0
xian1249,Burmish_Xiandao,sagartst,STONE,874-thestoneapieceof,H0000,l.u.ʔ.⁵⁵.k.o.ʔ.⁵⁵,24.494153,97.753173,1313.8804221116504,0
zaiw1241,Burmish_Atsi,sagartst,STONE,874-thestoneapieceof,H0000,l.u.ʔ.²¹.k.o.k.²¹,24.193367,97.806689,1341.7666725001268,0
zhab1238,Qiangic_Zhaba,sagartst,STONE,3594-thestoneapieceof,H0027,j.e.⁵⁵.◦.p.o.⁵⁵,30.538892,101.058397,567.117814082663,0
aona1235,Ao_Mongsen_Longchang,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),26.27,94.41,1334.2861662782211,1
apat1240,Apatani,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),27.19,93.73,1306.3871926688134,1
aton1241,Atong,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),25.35,90.66,1669.148903530942,1
axiy1235,Yi_Mile,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),24.41,103.43,1178.8331988358536,1
bori1243,Bokar_Lhoba,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),29.06,94.22,1133.1330115671553,1
chak1270,Sak,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),21.41,92.6,1876.0629234135547,1
chan1313,Chang,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),26.43,94.95,1285.8035143462516,1
daai1236,Daai,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),20.73,93.79,1874.81478135572,1
dima1251,Dimasa,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),25.42,93.18,1486.5672045489355,1
hani1248,Hani_Caiyuan,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),23.26,101.64,1325.2665676798108,1
honi1244,Hani_Mojiang,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),23.21,101.89,1326.8102154096596,1
jiar1240,Caodeng,zhangst,STONE,2166,H0029,*b-rak,31.6,102.23,412.27737981042077,0
kach1280,Jingpho,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),25.46,97.33,1238.5068277115624,1
kaya1315,Kayan_Pekon,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),19.52,97.41,1839.1364121276622,1
khum1248,Khumi,zhangst,STONE,4677,H0030,*suaŋ,22.87,92.99,1719.924465261033,0
kinn1249,Kanauri,zhangst,STONE,2166,H0029,*b-rak,31.37,78.31,2417.6428451081974,0
kony1248,Konyak,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),26.68,95.06,1257.5151356753129,1
lahu1252,Lahu_Yellow,zhangst,STONE,2166,H0029,*b-rak,21.21,100.97,1561.657401979799,0
lahu1253,Lahu_Lancang,zhangst,STONE,2166,H0029,*b-rak,22.53,99.91,1442.3535694800225,0
lizu1234,Lyuzu,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),27.93,101.28,827.2838040143585,1
loth1237,Lotha_Naga,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),26.01,94.04,1380.3561648639704,1
mana1288,Manang_Prakaa,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),28.64,84.05,2008.7807100942473,1
marm1234,Marma,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),22.76,92.21,1777.4888502932536,1
munc1235,Ngmüün,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),20.29,94.39,1887.331625190324,1
namu1246,Namuyi,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),28.59,101.9,739.8149357016125,1
naxi1245,Naxi_Yongning,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),26.7,101.01,965.8927434833855,1
ngal1291,Matu,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),23.31,92.83,1690.38538303229,1
nort2722,Qiang_Longxi,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),31.54,103.38,389.0254036868315,1
nung1282,Anong,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),27.29,98.73,992.8123230119365,1
nusu1239,Nusu_Northern,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),26.62,98.9,1050.9938010018714,1
nyis1236,Bengni,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),28.41,92.96,1274.440260487905,1
paok1235,Pa_O,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),20.21,97.6,1760.1703325831961,1
patt1248,Pattani_Manchati,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),32.7,76.6,2535.251680164836,1
phom1236,Phom,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),26.47,94.75,1295.3058601571809,1
quey1238,Queyu_Yajiang_Zhaba,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),30.31,100.81,600.8636267474817,1
sang1321,Sangtam,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),25.86,94.63,1355.0032104293748,1
sani1269,Yi_Sani,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),24.28,103.76,1192.2339615073279,1
sgaw1245,Karen,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),17.99,97.71,1991.0280453629032,1
shix1238,Xumi,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),28.28,100.65,811.5861880406679,1
sout2723,Yi_Mojiang,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),23.06,101.41,1351.1718893131542,1
sunw1242,Sunwar,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),27.52,86.25,1877.1328522280241,1
tang1336,Tangkhul,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),25.05,94.36,1442.4179195756658,1
tawa1289,Cuona_Menba,zhangst,STONE,2166,H0029,*b-rak,27.77,92.18,1378.5846982315834,0
tedi1235,Tiddim,zhangst,STONE,4677,H0030,*suaŋ,23.61,93.52,1621.533954780017,0
thad1238,Thado,zhangst,STONE,4677,H0030,*suaŋ,24.1,93.72,1565.6669582714248,0
thak1245,Thakali_Tukche,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),28.7,83.65,2041.1501037601092,1
tibe1272,Tibetan_Lhasa,zhangst,STONE,2166,H0029,*b-rak,28.37,90.19,1498.2093718985184,0
west2415,Tamang_Sahu,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),28.02,85.06,1951.8247721436394,1
west2418,Magar,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),27.41,87.06,1815.1803177670772,1
wudi1238,Yi_Wuding,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),25.48,102.48,1068.5522927948527,1
wusa1235,Yi_Dafang,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),25.77,102.37,1038.1183765271992,1
youl1235,Jinuo_Youle,zhangst,STONE,1269,H0028,*r-lu(ŋ/k),22.05,101.06,1468.113776753375,1
akha1245,Aka,peirosst,STONE,81-1922,H0031,kunu,21.2309,100.964,1559.4820020131797,0
bodo1269,Bodo,peirosst,STONE,81-1922,H0032,ontaʔj,26.1,92.0,1514.3147807715686,0
bugu1246,Bugun,peirosst,STONE,81-4446,H0033,lapau,27.1929556,92.4713002,1397.7108462905592,0
chok1243,Chokri,peirosst,STONE,81-4348,H0034,kɨcɨ,25.5636,94.2887,1402.1576579808552,0
dakp1242,Motuo-M,peirosst,STONE,81-1922,H0035,luŋ,27.3762,91.8245,1433.357347104397,0
dhim1246,Dhimal,peirosst,STONE,81-872,H0036,unthui,26.6283,88.3798,1754.9585738082192,0
dumi1241,Dumi,peirosst,STONE,81-1922,H0035,lu,27.45849,86.75699,1837.8112764037203,0
ersu1241,Ersu,peirosst,STONE,81-2420,H0037,ər⁵⁵_khua⁵⁵,29.2867,102.213,657.1519811895388,0
gang1266,Gangte,peirosst,STONE,81-1639,H0038,suoŋ,24.5113,94.1681,1501.8344301275158,0
geba1237,Geba,peirosst,STONE,81-1922,H0039,loʔ⁵³,19.4991,96.9492,1857.7448661958715,0
geko1235,Geker,peirosst,STONE,81-1922,H0039,ləoʔ⁵³,19.6741,96.5308,1855.3871582257811,0
guiq1238,Guiqiong,peirosst,STONE,81-1922,H0040,ɣũ³³_mphö⁵⁵,30.4803,102.128,532.1592707848653,0
guru1261,Gurung,peirosst,STONE,81-1922,H0041,yu²ma,27.41687,86.28988,1879.6360426266672,0
hmar1241,Hmar,peirosst,STONE,81-1922,H0035,luŋ,24.7534,93.5497,1518.9796936889322,0
horp1239,Horpa,peirosst,STONE,81-2420,H0042,rgə_ma,31.1026,101.72,482.62341014481547,0
jian1239,Jianchuan Bai,peirosst,STONE,81-872,H0043,co²_khui⁴,26.538056,99.91,1018.5533770778444,0
jire1238,Jirel,peirosst,STONE,81-872,H0044,do_L²,27.6931,86.3201,1861.4178187731127,0
kaik1246,Kaike,peirosst,STONE,81-1922,H0035,luŋ,28.853,83.1384,2079.2320551462203,0
khez1235,Khezhama,peirosst,STONE,81-4348,H0045,eco,25.7078,94.3114,1388.329140200855,0
lepc1244,Lepcha,peirosst,STONE,81-1922,H0035,lăŋ,27.0869,88.5726,1709.892734201602,0
lian1251,Liangmai,peirosst,STONE,81-4348,H0046,tatu,25.16,93.542,1484.602698770293,0
mand1415,Beijing,peirosst,STONE,81-872,H0047,shítou_śY,40.0209,116.228,1212.9701931691116,0
mani1292,Manipuri,peirosst,STONE,81-1922,H0035,nuŋ,24.4409,93.3426,1559.176767978475,0
manu1255,Manu,peirosst,STONE,81-1922,H0048,lø̣⁴⁴⁵⁵,19.165,96.9531,1892.4512372553781,0
maon1238,Mao,peirosst,STONE,81-4348,H0049,ocu,25.3836,94.0035,1435.7951713655502,0
mara1379,Maram,peirosst,STONE,81-4348,H0050,ato,25.4378,94.2205,1417.325019770518,0
mind1253,Fuzhou,peirosst,STONE,81-872,H0051,suok³_thau⁵²,26.0,119.5,1787.1999293012702,0
nisi1238,Nishi,peirosst,STONE,81-1922,H0052,əli,23.418,104.85,1290.4818006264786,0
noct1238,Nocte,peirosst,STONE,81-1922,H0035,loŋ,27.152,95.3903,1196.380669740511,0
nort2732,Tujia,peirosst,STONE,81-207,H0053,ɣa⁴_pa⁴,29.3016,109.759,833.5708207467916,0
poch1243,Pochuri,peirosst,STONE,81-1922,H0050,alo,25.4478,94.1119,1423.3641072082253,0
rawa1265,Rawang,peirosst,STONE,81-1922,H0035,luŋ,27.1027,97.0738,1097.6712001094809,0
reng1255,Rengma,peirosst,STONE,81-4348,H0045,co,21.710864,92.367939,1862.0452875491565,0
sher1255,Sherpa,peirosst,STONE,81-872,H0054,do,27.674,86.9994,1804.9557638067263,0
sher1257,Serdukpen,peirosst,STONE,81-1922,H0035,luŋ,27.0035,92.5799,1403.678404660261,0
sout2728,S-Qiangqin,peirosst,STONE,81-1922,H0055,ʁo²⁴¹,31.5392,103.384,389.0585404202817,0
tagi1241,Tagin,peirosst,STONE,81-1922,H0052,əliŋ,27.986064,94.221711,1210.372626174659,0
tara1313,Taraon,peirosst,STONE,81-1922,H0056,phlaŋ²,24.4003,94.1703,1511.6038011358826,0
wanc1238,Wancho,peirosst,STONE,81-1922,H0035,loŋ,26.2581,94.8936,1304.0843156058888,0
west2409,W. Kayah,peirosst,STONE,81-1922,H0057,lɔ̣⁴⁴,18.687,97.4877,1924.2319278583577,0
yamp1242,Yamphu,peirosst,STONE,81-1922,H0058,ruŋguʔwa,27.6322,87.0441,1803.589647283499,0
yimc1240,Yimchunrü,peirosst,STONE,81-1922,H0035,luŋ,25.7675,94.8087,1351.8111670761573,0
yinb1236,Yeinbaw,peirosst,STONE,81-1922,H0059,lṿo¹¹_phɔ⁵⁵,19.0383,97.2134,1896.5082534041449,0
yint1235,Yintale,peirosst,STONE,81-1922,H0060,ləvw¹¹,18.9378,97.3368,1902.8341701422619,0
zeme1240,Zeme,peirosst,STONE,81-4348,H0061,tiŋchu,25.3499,93.6463,1461.7053157246803,0
